@relation 'White-TailedDeerWithMonths - Sheet1'

@attribute VegetationType {'Upland Forest','Riparian Grassland','Riparian Forest',Grassland/Prairie,'Mowed Lawn','Outside Park','Upland Scrub',Crop,'Riparian Scrub',Other,Savanna}
@attribute Month numeric
@attribute AvgTempinFahrenheit numeric
@attribute AvgHumidityInPercent numeric
@attribute WeatherCondition {'No rain','No rain to Heavy rain difficult to hear',Snow,'No rain to Snow','Mist or fog','Mist or fog to No rain','Mist or fog to Light rain','No rain to Light rain','Light rain to Mist or fog','Light rain','Light drizzle to Light rain','No rain to Light drizzle','No rain to Mist or fog','Snow to No rain','Light drizzle to No rain','Light rain to Light drizzle','Light drizzle','Light rain to No rain','Light drizzle to Mist or fog','Mist or fog to Light drizzle'}
@attribute AvgCloudCover numeric
@attribute DeerTotal numeric

@data
Crop,1,33.08,61,'No rain',97.5,49
Grassland/Prairie,1,33.08,61,'No rain',97.5,49
'Riparian Forest',1,32.63,62.55,'No rain',97.5,42
Grassland/Prairie,1,32.63,62.55,'No rain',97.5,42
Grassland/Prairie,1,32.63,62.55,'No rain',97.5,42
Grassland/Prairie,1,32.63,62.55,'No rain',97.5,42
Grassland/Prairie,1,32.63,62.55,'No rain',97.5,42
Grassland/Prairie,1,32.63,62.55,'No rain',97.5,42
Grassland/Prairie,1,32.63,62.55,'No rain',97.5,42
Grassland/Prairie,1,32.63,62.55,'No rain',97.5,42
Crop,1,32.63,62.55,'No rain',97.5,42
Crop,1,32.63,62.55,'No rain',97.5,42
Crop,1,32.63,62.55,'No rain',97.5,42
Crop,1,32.63,62.55,'No rain',97.5,42
Crop,1,32.63,62.55,'No rain',97.5,42
Grassland/Prairie,1,32.63,62.55,'No rain',97.5,42
'Riparian Forest',1,32.36,63.2,'No rain',91.25,56
Grassland/Prairie,1,32.36,63.2,'No rain',91.25,56
Grassland/Prairie,1,32.36,63.2,'No rain',91.25,56
Grassland/Prairie,1,32.36,63.2,'No rain',91.25,56
Grassland/Prairie,1,32.36,63.2,'No rain',91.25,56
Grassland/Prairie,1,32.36,63.2,'No rain',91.25,56
Grassland/Prairie,1,32.36,63.2,'No rain',91.25,56
Crop,1,32.36,63.2,'No rain',91.25,56
Crop,1,32.36,63.2,'No rain',91.25,56
Crop,1,32.36,63.2,'No rain',91.25,56
Grassland/Prairie,1,32.36,63.2,'No rain',91.25,56
Grassland/Prairie,1,32.36,63.2,'No rain',91.25,56
Grassland/Prairie,1,32.36,63.2,'No rain',91.25,56
'Riparian Forest',2,30.29,45.05,'No rain',73.75,62
Grassland/Prairie,2,30.29,45.05,'No rain',73.75,62
Grassland/Prairie,2,30.29,45.05,'No rain',73.75,62
Grassland/Prairie,2,30.29,45.05,'No rain',73.75,62
Grassland/Prairie,2,30.29,45.05,'No rain',73.75,62
Crop,2,30.29,45.05,'No rain',73.75,62
Grassland/Prairie,2,30.29,45.05,'No rain',73.75,62
Grassland/Prairie,2,30.29,45.05,'No rain',73.75,62
Grassland/Prairie,2,30.29,45.05,'No rain',73.75,62
Crop,2,30.29,45.05,'No rain',73.75,62
Crop,2,30.29,45.05,'No rain',73.75,62
Grassland/Prairie,2,30.29,45.05,'No rain',73.75,62
Crop,2,30.29,45.05,'No rain',73.75,62
Grassland/Prairie,2,30.29,45.05,'No rain',73.75,62
'Upland Forest',2,30.29,45.05,'No rain',73.75,62
Grassland/Prairie,2,25.25,60.55,'No rain',85,51
Grassland/Prairie,2,25.25,60.55,'No rain',85,51
Grassland/Prairie,2,25.25,60.55,'No rain',85,51
Crop,2,25.25,60.55,'No rain',85,51
Grassland/Prairie,2,25.25,60.55,'No rain',85,51
Grassland/Prairie,2,25.25,60.55,'No rain',85,51
'Upland Forest',2,25.25,60.55,'No rain',85,51
Grassland/Prairie,2,25.25,60.55,'No rain',85,51
Grassland/Prairie,2,25.25,60.55,'No rain',85,51
Crop,2,25.25,60.55,'No rain',85,51
'Riparian Forest',2,24.71,64.35,'No rain',85,47
Grassland/Prairie,2,24.71,64.35,'No rain',85,47
Grassland/Prairie,2,24.71,64.35,'No rain',85,47
Grassland/Prairie,2,24.71,64.35,'No rain',85,47
Grassland/Prairie,2,24.71,64.35,'No rain',85,47
Grassland/Prairie,2,24.71,64.35,'No rain',85,47
Crop,2,24.71,64.35,'No rain',85,47
Grassland/Prairie,2,24.71,64.35,'No rain',85,47
Crop,2,24.71,64.35,'No rain',85,47
Crop,2,24.71,64.35,'No rain',85,47
Grassland/Prairie,2,24.71,64.35,'No rain',85,47
'Riparian Forest',1,45.95,83.25,'Mist or fog to No rain',97.5,22
'Riparian Forest',1,45.95,83.25,'Mist or fog to No rain',97.5,22
'Riparian Forest',1,45.95,83.25,'Mist or fog to No rain',97.5,22
'Riparian Forest',1,45.95,83.25,'Mist or fog to No rain',97.5,22
'Riparian Forest',1,45.95,83.25,'Mist or fog to No rain',97.5,22
'Riparian Forest',1,45.95,83.25,'Mist or fog to No rain',97.5,22
'Riparian Forest',1,45.95,83.25,'Mist or fog to No rain',97.5,22
'Riparian Forest',1,46.94,80.7,'No rain to Mist or fog',97.5,19
'Riparian Forest',1,46.94,80.7,'No rain to Mist or fog',97.5,19
'Riparian Forest',1,46.94,80.7,'No rain to Mist or fog',97.5,19
'Riparian Forest',1,46.94,80.7,'No rain to Mist or fog',97.5,19
'Riparian Forest',1,46.94,80.7,'No rain to Mist or fog',97.5,19
'Mowed Lawn',1,46.94,80.7,'No rain to Mist or fog',97.5,19
'Mowed Lawn',1,46.94,80.7,'No rain to Mist or fog',97.5,19
'Mowed Lawn',1,46.94,80.7,'No rain to Mist or fog',97.5,19
'Riparian Forest',1,46.94,80.7,'No rain to Mist or fog',97.5,19
'Riparian Forest',1,41.54,66.7,'No rain',0,34
'Riparian Forest',1,41.54,66.7,'No rain',0,34
'Mowed Lawn',1,41.54,66.7,'No rain',0,34
'Riparian Forest',1,41.54,66.7,'No rain',0,34
Other,1,41.54,66.7,'No rain',0,34
'Riparian Forest',1,41.54,66.7,'No rain',0,34
'Riparian Forest',1,41.54,66.7,'No rain',0,34
'Riparian Forest',1,41.54,66.7,'No rain',0,34
'Riparian Forest',1,41.54,66.7,'No rain',0,34
'Riparian Forest',1,39.02,68.1,'No rain',0,26
'Mowed Lawn',1,39.02,68.1,'No rain',0,26
'Riparian Forest',1,39.02,68.1,'No rain',0,26
'Riparian Forest',1,39.02,68.1,'No rain',0,26
'Riparian Forest',1,39.02,68.1,'No rain',0,26
'Riparian Forest',1,39.02,68.1,'No rain',0,26
'Riparian Forest',1,39.02,68.1,'No rain',0,26
'Riparian Forest',2,34.7,71.3,'No rain',73.75,28
'Riparian Forest',2,34.7,71.3,'No rain',73.75,28
'Mowed Lawn',2,34.7,71.3,'No rain',73.75,28
'Riparian Forest',2,34.7,71.3,'No rain',73.75,28
'Mowed Lawn',2,34.7,71.3,'No rain',73.75,28
'Mowed Lawn',2,34.7,71.3,'No rain',73.75,28
'Riparian Forest',2,33.89,74.65,'No rain',38.75,23
'Riparian Forest',2,33.89,74.65,'No rain',38.75,23
'Riparian Forest',2,33.89,74.65,'No rain',38.75,23
'Riparian Forest',2,33.89,74.65,'No rain',38.75,23
'Mowed Lawn',2,33.89,74.65,'No rain',38.75,23
'Mowed Lawn',2,33.89,74.65,'No rain',38.75,23
'Riparian Forest',2,33.89,74.65,'No rain',38.75,23
'Riparian Forest',2,32.81,75.55,'No rain',8.75,21
'Riparian Forest',2,32.81,75.55,'No rain',8.75,21
'Riparian Forest',2,32.81,75.55,'No rain',8.75,21
'Riparian Forest',2,32.81,75.55,'No rain',8.75,21
'Riparian Forest',2,32.81,75.55,'No rain',8.75,21
'Riparian Forest',2,32.81,75.55,'No rain',8.75,21
'Mowed Lawn',2,38.66,62.2,'No rain',15,24
'Mowed Lawn',2,38.66,62.2,'No rain',15,24
'Riparian Forest',2,38.66,62.2,'No rain',15,24
'Riparian Forest',2,34.61,70.55,'No rain',15,23
'Riparian Forest',2,34.61,70.55,'No rain',15,23
'Riparian Forest',2,34.61,70.55,'No rain',15,23
'Mowed Lawn',2,34.61,70.55,'No rain',15,23
'Mowed Lawn',2,34.61,70.55,'No rain',15,23
'Riparian Forest',2,34.61,70.55,'No rain',15,23
'Riparian Forest',2,34.52,74.75,'No rain',7.5,24
'Riparian Forest',2,34.52,74.75,'No rain',7.5,24
'Riparian Forest',2,34.52,74.75,'No rain',7.5,24
'Riparian Forest',2,34.52,74.75,'No rain',7.5,24
'Riparian Forest',2,34.52,74.75,'No rain',7.5,24
'Mowed Lawn',2,34.52,74.75,'No rain',7.5,24
'Riparian Forest',2,34.52,74.75,'No rain',7.5,24
'Riparian Forest',2,34.52,74.75,'No rain',7.5,24
'Upland Forest',1,39.38,91.5,'No rain',8,70
'Upland Forest',1,39.38,91.5,'No rain',8,70
'Upland Forest',1,39.38,91.5,'No rain',8,70
'Upland Forest',1,39.38,91.5,'No rain',8,70
'Upland Forest',1,39.38,91.5,'No rain',8,70
'Upland Forest',1,39.38,91.5,'No rain',8,70
'Upland Forest',1,39.38,91.5,'No rain',8,70
'Upland Forest',1,39.38,91.5,'No rain',8,70
'Upland Forest',1,39.38,91.5,'No rain',8,70
'Upland Forest',1,39.38,91.5,'No rain',8,70
'Upland Forest',1,39.38,91.5,'No rain',8,70
'Upland Forest',1,39.38,91.5,'No rain',8,70
'Upland Forest',1,39.38,91.5,'No rain',8,70
'Upland Forest',1,39.38,91.5,'No rain',8,70
'Upland Forest',1,39.38,91.5,'No rain',8,70
'Upland Forest',1,39.38,91.5,'No rain',8,70
'Upland Forest',1,39.38,91.5,'No rain',8,70
'Upland Forest',1,39.38,91.5,'No rain',8,70
'Upland Forest',1,39.38,91.5,'No rain',8,70
Grassland/Prairie,1,39.38,91.5,'No rain',8,70
Savanna,1,39.38,91.5,'No rain',8,70
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
Grassland/Prairie,1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,40.46,85.25,'No rain',31.75,79
Savanna,1,40.46,85.25,'No rain',31.75,79
Grassland/Prairie,1,40.46,85.25,'No rain',31.75,79
'Upland Forest',1,15.98,71.15,'No rain',0,20
'Upland Forest',1,15.98,71.15,'No rain',0,20
'Upland Forest',1,15.98,71.15,'No rain',0,20
'Upland Forest',1,15.98,71.15,'No rain',0,20
'Upland Forest',1,15.98,71.15,'No rain',0,20
'Upland Forest',1,15.98,71.15,'No rain',0,20
'Upland Forest',1,15.98,71.15,'No rain',0,20
'Upland Forest',1,15.98,71.15,'No rain',0,20
'Upland Forest',1,15.98,71.15,'No rain',0,20
'Upland Forest',1,15.98,71.15,'No rain',0,20
Grassland/Prairie,1,15.98,71.15,'No rain',0,20
'Upland Forest',1,18.05,63.3,'No rain',0,24
'Upland Forest',1,18.05,63.3,'No rain',0,24
'Upland Forest',1,18.05,63.3,'No rain',0,24
'Upland Forest',1,18.05,63.3,'No rain',0,24
'Upland Forest',1,18.05,63.3,'No rain',0,24
'Upland Forest',1,18.05,63.3,'No rain',0,24
'Upland Forest',1,18.05,63.3,'No rain',0,24
'Upland Forest',1,18.05,63.3,'No rain',0,24
'Upland Forest',1,18.05,63.3,'No rain',0,24
Grassland/Prairie,1,18.05,63.3,'No rain',0,24
'Upland Forest',1,21.65,60.2,'No rain',0,32
'Upland Forest',1,21.65,60.2,'No rain',0,32
'Upland Forest',1,21.65,60.2,'No rain',0,32
'Upland Forest',1,21.65,60.2,'No rain',0,32
'Upland Forest',1,21.65,60.2,'No rain',0,32
'Upland Forest',1,21.65,60.2,'No rain',0,32
'Upland Forest',1,21.65,60.2,'No rain',0,32
'Upland Forest',1,21.65,60.2,'No rain',0,32
'Upland Forest',1,21.65,60.2,'No rain',0,32
'Upland Forest',1,21.65,60.2,'No rain',0,32
'Upland Forest',1,21.65,60.2,'No rain',0,32
'Upland Forest',1,21.65,60.2,'No rain',0,32
Grassland/Prairie,1,21.65,60.2,'No rain',0,32
'Upland Scrub',1,27.86,76.75,'No rain',0,30
'Upland Forest',1,27.86,76.75,'No rain',0,30
'Upland Forest',1,27.86,76.75,'No rain',0,30
'Upland Forest',1,27.86,76.75,'No rain',0,30
'Upland Forest',1,27.86,76.75,'No rain',0,30
'Upland Forest',1,27.86,76.75,'No rain',0,30
'Upland Forest',1,27.86,76.75,'No rain',0,30
'Upland Forest',1,27.86,76.75,'No rain',0,30
'Upland Forest',1,27.86,76.75,'No rain',0,30
'Upland Forest',1,27.86,76.75,'No rain',0,30
'Upland Forest',1,27.86,76.75,'No rain',0,30
'Upland Forest',1,27.86,76.75,'No rain',0,30
'Upland Scrub',1,31.82,71,'No rain',0.5,38
'Upland Scrub',1,31.82,71,'No rain',0.5,38
'Upland Forest',1,31.82,71,'No rain',0.5,38
'Upland Forest',1,31.82,71,'No rain',0.5,38
'Upland Forest',1,31.82,71,'No rain',0.5,38
'Upland Forest',1,31.82,71,'No rain',0.5,38
'Upland Forest',1,31.82,71,'No rain',0.5,38
'Upland Forest',1,31.82,71,'No rain',0.5,38
'Upland Forest',1,31.82,71,'No rain',0.5,38
'Upland Forest',1,31.82,71,'No rain',0.5,38
'Upland Forest',1,31.82,71,'No rain',0.5,38
'Upland Forest',1,31.82,71,'No rain',0.5,38
'Upland Forest',1,31.82,71,'No rain',0.5,38
'Upland Forest',1,31.82,71,'No rain',0.5,38
'Upland Forest',1,31.82,71,'No rain',0.5,38
'Upland Forest',1,31.82,71,'No rain',0.5,38
'Upland Forest',1,31.82,71,'No rain',0.5,38
'Mowed Lawn',1,31.82,71,'No rain',0.5,38
'Upland Forest',1,41.63,43.45,'No rain',61.25,67
'Upland Forest',1,41.63,43.45,'No rain',61.25,67
'Upland Forest',1,41.63,43.45,'No rain',61.25,67
'Upland Forest',1,41.63,43.45,'No rain',61.25,67
Grassland/Prairie,1,41.63,43.45,'No rain',61.25,67
'Upland Forest',1,41.63,43.45,'No rain',61.25,67
Grassland/Prairie,1,41.63,43.45,'No rain',61.25,67
'Upland Forest',1,41.63,43.45,'No rain',61.25,67
Grassland/Prairie,1,41.63,43.45,'No rain',61.25,67
'Upland Forest',1,41.63,43.45,'No rain',61.25,67
'Upland Forest',1,41.63,43.45,'No rain',61.25,67
'Upland Forest',1,41.63,43.45,'No rain',61.25,67
'Upland Forest',1,41.63,43.45,'No rain',61.25,67
'Upland Forest',1,41.63,43.45,'No rain',61.25,67
'Upland Forest',1,41.63,43.45,'No rain',61.25,67
Grassland/Prairie,1,41.63,43.45,'No rain',61.25,67
Grassland/Prairie,1,41.63,43.45,'No rain',61.25,67
'Upland Forest',1,39.83,45.7,'No rain',85,52
'Upland Forest',1,39.83,45.7,'No rain',85,52
'Upland Forest',1,39.83,45.7,'No rain',85,52
Grassland/Prairie,1,39.83,45.7,'No rain',85,52
'Upland Forest',1,39.83,45.7,'No rain',85,52
'Upland Forest',1,39.83,45.7,'No rain',85,52
'Upland Forest',1,39.83,45.7,'No rain',85,52
'Upland Forest',1,39.83,45.7,'No rain',85,52
'Upland Forest',1,39.83,45.7,'No rain',85,52
'Upland Forest',1,39.83,45.7,'No rain',85,52
'Upland Forest',1,39.83,45.7,'No rain',85,52
Grassland/Prairie,1,39.83,45.7,'No rain',85,52
Grassland/Prairie,1,39.83,45.7,'No rain',85,52
'Upland Forest',1,39.65,47.05,'No rain',85,49
Grassland/Prairie,1,39.65,47.05,'No rain',85,49
'Upland Forest',1,39.65,47.05,'No rain',85,49
'Upland Forest',1,39.65,47.05,'No rain',85,49
Grassland/Prairie,1,39.65,47.05,'No rain',85,49
'Upland Forest',1,39.65,47.05,'No rain',85,49
'Upland Forest',1,39.65,47.05,'No rain',85,49
'Upland Forest',1,39.65,47.05,'No rain',85,49
'Upland Forest',1,39.65,47.05,'No rain',85,49
'Upland Forest',1,39.65,47.05,'No rain',85,49
'Upland Forest',1,39.65,47.05,'No rain',85,49
'Upland Forest',1,39.65,47.05,'No rain',85,49
Grassland/Prairie,1,39.65,47.05,'No rain',85,49
Grassland/Prairie,1,39.65,47.05,'No rain',85,49
Grassland/Prairie,1,52.7,81.45,'No rain',80,72
'Riparian Forest',1,52.7,81.45,'No rain',80,72
Grassland/Prairie,1,52.7,81.45,'No rain',80,72
Grassland/Prairie,1,52.7,81.45,'No rain',80,72
Grassland/Prairie,1,52.7,81.45,'No rain',80,72
Grassland/Prairie,1,52.7,81.45,'No rain',80,72
'Upland Forest',1,52.7,81.45,'No rain',80,72
Grassland/Prairie,1,52.7,81.45,'No rain',80,72
'Upland Forest',1,52.7,81.45,'No rain',80,72
Grassland/Prairie,1,52.7,81.45,'No rain',80,72
'Riparian Forest',1,52.7,81.45,'No rain',80,72
Grassland/Prairie,1,52.7,81.45,'No rain',80,72
Grassland/Prairie,1,52.7,81.45,'No rain',80,72
Grassland/Prairie,1,52.7,81.45,'No rain',80,72
Grassland/Prairie,1,52.7,81.45,'No rain',80,72
Grassland/Prairie,1,52.7,81.45,'No rain',80,72
Crop,1,52.7,81.45,'No rain',80,72
Grassland/Prairie,1,52.7,81.45,'No rain',80,72
Crop,1,52.7,81.45,'No rain',80,72
Crop,1,52.7,81.45,'No rain',80,72
Grassland/Prairie,1,52.7,81.45,'No rain',80,72
'Upland Scrub',1,52.7,81.45,'No rain',80,72
Grassland/Prairie,1,52.97,82.65,'No rain',73.75,44
Grassland/Prairie,1,52.97,82.65,'No rain',73.75,44
Grassland/Prairie,1,52.97,82.65,'No rain',73.75,44
Grassland/Prairie,1,52.97,82.65,'No rain',73.75,44
Grassland/Prairie,1,52.97,82.65,'No rain',73.75,44
Grassland/Prairie,1,52.97,82.65,'No rain',73.75,44
Grassland/Prairie,1,52.97,82.65,'No rain',73.75,44
'Riparian Forest',1,52.97,82.65,'No rain',73.75,44
Grassland/Prairie,1,52.97,82.65,'No rain',73.75,44
Grassland/Prairie,1,52.97,82.65,'No rain',73.75,44
Crop,1,52.97,82.65,'No rain',73.75,44
Grassland/Prairie,1,52.97,82.65,'No rain',73.75,44
'Upland Scrub',1,52.97,82.65,'No rain',73.75,44
'Riparian Forest',1,35.42,51.15,'No rain',0,22
'Upland Forest',1,35.42,51.15,'No rain',0,22
Grassland/Prairie,1,35.42,51.15,'No rain',0,22
Grassland/Prairie,1,35.42,51.15,'No rain',0,22
Grassland/Prairie,1,35.42,51.15,'No rain',0,22
Grassland/Prairie,1,35.42,51.15,'No rain',0,22
Crop,1,35.42,51.15,'No rain',0,22
Crop,1,35.42,51.15,'No rain',0,22
Grassland/Prairie,1,35.42,51.15,'No rain',0,22
Grassland/Prairie,1,35.42,51.15,'No rain',0,22
'Upland Forest',1,35.42,51.15,'No rain',0,22
Grassland/Prairie,1,30.47,63.55,'No rain',7.5,24
'Upland Forest',1,30.47,63.55,'No rain',7.5,24
Grassland/Prairie,1,30.47,63.55,'No rain',7.5,24
Grassland/Prairie,1,30.47,63.55,'No rain',7.5,24
Grassland/Prairie,1,30.47,63.55,'No rain',7.5,24
Crop,1,30.47,63.55,'No rain',7.5,24
Grassland/Prairie,1,30.47,63.55,'No rain',7.5,24
Crop,1,30.47,63.55,'No rain',7.5,24
Grassland/Prairie,1,30.47,63.55,'No rain',7.5,24
Grassland/Prairie,1,29.66,65.75,'No rain',7.5,29
'Upland Forest',1,29.66,65.75,'No rain',7.5,29
Grassland/Prairie,1,29.66,65.75,'No rain',7.5,29
Grassland/Prairie,1,29.66,65.75,'No rain',7.5,29
Grassland/Prairie,1,29.66,65.75,'No rain',7.5,29
Grassland/Prairie,1,29.66,65.75,'No rain',7.5,29
Grassland/Prairie,1,29.66,65.75,'No rain',7.5,29
Crop,1,29.66,65.75,'No rain',7.5,29
Grassland/Prairie,1,29.66,65.75,'No rain',7.5,29
Grassland/Prairie,1,29.66,65.75,'No rain',7.5,29
Grassland/Prairie,1,29.66,65.75,'No rain',7.5,29
Grassland/Prairie,1,45.95,44.55,'No rain',1.75,86
'Riparian Forest',1,45.95,44.55,'No rain',1.75,86
Grassland/Prairie,1,45.95,44.55,'No rain',1.75,86
Grassland/Prairie,1,45.95,44.55,'No rain',1.75,86
Grassland/Prairie,1,45.95,44.55,'No rain',1.75,86
Grassland/Prairie,1,45.95,44.55,'No rain',1.75,86
Grassland/Prairie,1,45.95,44.55,'No rain',1.75,86
Grassland/Prairie,1,45.95,44.55,'No rain',1.75,86
Grassland/Prairie,1,45.95,44.55,'No rain',1.75,86
Grassland/Prairie,1,45.95,44.55,'No rain',1.75,86
'Mowed Lawn',1,45.95,44.55,'No rain',1.75,86
Grassland/Prairie,1,45.95,44.55,'No rain',1.75,86
Grassland/Prairie,1,45.95,44.55,'No rain',1.75,86
Grassland/Prairie,1,45.95,44.55,'No rain',1.75,86
Grassland/Prairie,1,45.95,44.55,'No rain',1.75,86
Grassland/Prairie,1,45.95,44.55,'No rain',1.75,86
Crop,1,45.95,44.55,'No rain',1.75,86
Grassland/Prairie,1,45.95,44.55,'No rain',1.75,86
Grassland/Prairie,1,42.98,46.05,'No rain',1.75,78
Grassland/Prairie,1,42.98,46.05,'No rain',1.75,78
Grassland/Prairie,1,42.98,46.05,'No rain',1.75,78
Grassland/Prairie,1,42.98,46.05,'No rain',1.75,78
Grassland/Prairie,1,42.98,46.05,'No rain',1.75,78
Grassland/Prairie,1,42.98,46.05,'No rain',1.75,78
Grassland/Prairie,1,42.98,46.05,'No rain',1.75,78
Grassland/Prairie,1,42.98,46.05,'No rain',1.75,78
Grassland/Prairie,1,42.98,46.05,'No rain',1.75,78
Grassland/Prairie,1,42.98,46.05,'No rain',1.75,78
'Upland Forest',1,42.98,46.05,'No rain',1.75,78
Grassland/Prairie,1,42.98,46.05,'No rain',1.75,78
Crop,1,42.98,46.05,'No rain',1.75,78
Crop,1,42.98,46.05,'No rain',1.75,78
'Riparian Forest',2,26.87,45.05,'No rain',0,55
Grassland/Prairie,2,26.87,45.05,'No rain',0,55
Grassland/Prairie,2,26.87,45.05,'No rain',0,55
'Upland Forest',2,26.87,45.05,'No rain',0,55
Grassland/Prairie,2,26.87,45.05,'No rain',0,55
Grassland/Prairie,2,26.87,45.05,'No rain',0,55
Grassland/Prairie,2,26.87,45.05,'No rain',0,55
Grassland/Prairie,2,26.87,45.05,'No rain',0,55
'Riparian Forest',2,26.87,45.05,'No rain',0,55
'Riparian Forest',2,26.87,45.05,'No rain',0,55
Crop,2,26.87,45.05,'No rain',0,55
'Upland Forest',2,26.87,45.05,'No rain',0,55
Grassland/Prairie,2,26.87,45.05,'No rain',0,55
'Riparian Forest',2,25.52,46.6,'No rain',0,43
Grassland/Prairie,2,25.52,46.6,'No rain',0,43
Grassland/Prairie,2,25.52,46.6,'No rain',0,43
Grassland/Prairie,2,25.52,46.6,'No rain',0,43
Grassland/Prairie,2,25.52,46.6,'No rain',0,43
Grassland/Prairie,2,25.52,46.6,'No rain',0,43
Grassland/Prairie,2,25.52,46.6,'No rain',0,43
Grassland/Prairie,2,25.52,46.6,'No rain',0,43
Grassland/Prairie,2,25.52,46.6,'No rain',0,43
'Riparian Grassland',2,25.52,46.6,'No rain',0,43
'Upland Forest',2,25.52,46.6,'No rain',0,43
'Upland Forest',2,25.52,46.6,'No rain',0,43
'Riparian Forest',2,24.62,54.85,'No rain',0,66
Grassland/Prairie,2,24.62,54.85,'No rain',0,66
'Riparian Forest',2,24.62,54.85,'No rain',0,66
Grassland/Prairie,2,24.62,54.85,'No rain',0,66
Grassland/Prairie,2,24.62,54.85,'No rain',0,66
Grassland/Prairie,2,24.62,54.85,'No rain',0,66
Grassland/Prairie,2,24.62,54.85,'No rain',0,66
Grassland/Prairie,2,24.62,54.85,'No rain',0,66
Grassland/Prairie,2,24.62,54.85,'No rain',0,66
Grassland/Prairie,2,24.62,54.85,'No rain',0,66
Grassland/Prairie,2,24.62,54.85,'No rain',0,66
'Riparian Forest',2,24.62,54.85,'No rain',0,66
'Riparian Grassland',2,24.62,54.85,'No rain',0,66
'Riparian Grassland',2,24.62,54.85,'No rain',0,66
'Upland Forest',2,24.62,54.85,'No rain',0,66
'Upland Forest',2,24.62,54.85,'No rain',0,66
'Riparian Forest',1,32,67.25,'No rain',0.5,49
'Riparian Forest',1,32,67.25,'No rain',0.5,49
'Riparian Forest',1,32,67.25,'No rain',0.5,49
'Riparian Forest',1,32,67.25,'No rain',0.5,49
'Riparian Forest',1,32,67.25,'No rain',0.5,49
'Mowed Lawn',1,32,67.25,'No rain',0.5,49
'Mowed Lawn',1,32,67.25,'No rain',0.5,49
'Riparian Forest',1,32,67.25,'No rain',0.5,49
'Riparian Forest',1,32,67.25,'No rain',0.5,49
'Riparian Forest',1,32,67.25,'No rain',0.5,49
'Riparian Forest',1,32,67.25,'No rain',0.5,49
'Mowed Lawn',1,32,67.25,'No rain',0.5,49
'Riparian Forest',1,32,67.25,'No rain',0.5,49
'Riparian Forest',1,32,67.25,'No rain',0.5,49
'Riparian Forest',1,32,67.25,'No rain',0.5,49
'Riparian Forest',1,32,67.25,'No rain',0.5,49
'Riparian Forest',1,32,67.25,'No rain',0.5,49
'Riparian Forest',1,32,67.25,'No rain',0.5,49
'Riparian Forest',1,32,67.25,'No rain',0.5,49
'Riparian Forest',1,30.56,68.5,'No rain',0,38
'Riparian Forest',1,30.56,68.5,'No rain',0,38
'Riparian Forest',1,30.56,68.5,'No rain',0,38
'Riparian Forest',1,30.56,68.5,'No rain',0,38
'Mowed Lawn',1,30.56,68.5,'No rain',0,38
'Riparian Forest',1,30.56,68.5,'No rain',0,38
'Riparian Forest',1,30.56,68.5,'No rain',0,38
'Riparian Forest',1,30.56,68.5,'No rain',0,38
'Riparian Forest',1,30.56,68.5,'No rain',0,38
'Mowed Lawn',1,30.56,68.5,'No rain',0,38
'Mowed Lawn',1,30.56,68.5,'No rain',0,38
'Riparian Forest',1,30.56,68.5,'No rain',0,38
'Riparian Forest',1,30.56,68.5,'No rain',0,38
'Riparian Forest',1,30.56,68.5,'No rain',0,38
'Riparian Forest',1,30.56,68.5,'No rain',0,38
'Riparian Forest',1,30.56,68.5,'No rain',0,38
'Riparian Forest',1,30.56,68.5,'No rain',0,38
'Riparian Forest',2,69.08,89.1,'No rain',91.25,47
'Riparian Forest',2,69.08,89.1,'No rain',91.25,47
'Riparian Forest',2,69.08,89.1,'No rain',91.25,47
'Riparian Forest',2,69.08,89.1,'No rain',91.25,47
'Mowed Lawn',2,69.08,89.1,'No rain',91.25,47
'Mowed Lawn',2,69.08,89.1,'No rain',91.25,47
'Riparian Forest',2,69.08,89.1,'No rain',91.25,47
'Riparian Forest',2,69.08,89.1,'No rain',91.25,47
'Riparian Forest',2,69.08,89.1,'No rain',91.25,47
'Mowed Lawn',2,69.08,89.1,'No rain',91.25,47
